Equipment Code,Elevator or Escalator,Asset Class,Station MRN,Station Name,Station Description,Station Complex MRN,Station Complex Description,Subway Line,Borough,X Coordinate,Y Coordinate,Original Installation Date,Latest Installation Date,Service Status Code,Service Status,Service Life,NYCT Owned,Maintained By,Installer,Revenue Machine,ADA Compliant,Street Access,Exposed to Weather,Escalator Rise,Elevator Rise,Elevator Capacity,Elevator Loading Class,Elevator Number of Landings,Escalator Number of Steps,Escalator Step Width,Elevator Direction Serviced,Elevator Order,Elevator Mezzanine 1 Access,Elevator Mezzanine 2 Access,Elevator Platform Access,Notes,Redundant Elevator,Redundant Elevator Street Access,Redundant Elevator Mezzanine Access,Redundant Elevator Access Between Mezzanines,Redundant Elevator Platform Access,Alternative Route,Georeference
EL393,Elevator,Elevator Hydraulic,098,FLUSHINGAV-JAM-J/M,Flushing Av - Station,98,,BMT-J-JAMAICA,Brooklyn,40.700634,-73.94203,03/04/2003,10/27/2023,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,,YES,YES,YES,YES,,,2500,Passenger,,,,Both,1,+,-,-,Flushing Ave & Broadway (SE corner) to mezzanine for service in both directions,-,,,,,If you are on the street:  Take a Williamsburg-bound B46 bus (Broadway and Flushing Av) to Marcy Av J/M/Z station (Broadway and Marcy Av).  If you are on the mezzanine:  See a station agent to re-enter through the faregate and take a Manhattan-bound M to Marcy Av. Then use the elevator to exit to street and take a Kings Plaza-bound B46 bus (Broadway and Marcy Av) to Flushing Av.,POINT (-73.94203 40.700634)
ES610X,Escalator,Escalator,402,GRANDCENTRAL-42ST-LEX-4/5/6,Grand Central-42 St - Station,610,"Grand Central-42 St (S,4,5,6,7)",IRT-L-LEXINGTONAV,Manhattan,,,,07/01/2012,IFIS,Installed-Functioning-In Service,22,NO,Private Contractor,AM,YES,,NO,NO,,,,,,,,,,,,,Intermediate mezzanine to Bowery Building (SE corner of 42 St & Park Ave),,,,,,,
EL285,Elevator,Elevator Hydraulic,399,68ST-HUNTERCOLLEGE-LEX-6,68 St-Hunter College - Station,399,,IRT-L-LEXINGTONAV,Manhattan,40.768143,-73.96387,12/18/2024,12/18/2024,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,,YES,YES,NO,NO,,,,,,,,Northbound,2,+,-,+,Mezzanine to uptown and Bronx-bound platform.,-,,,,,"If you are on the mezzanine: Take a Brooklyn Bridge-City Hall-bound 6 to 51 St. Then, transfer to a Bronx-bound 6. If you are on the platform: Take a Bronx-bound 6 to 86 St. Then, exit the station and take a City Hall-bound M103 or East Village-bound M101/M102 bus to Lexington Av and E 68 St.",POINT (-73.96387 40.768143)
ES433X,Escalator,Escalator,279,SUTPHINBLVD-ARCHERAV-JFKAIRPORT-QBL-E/J/Z,Sutphin Blvd-Archer Av-JFK Airport - Station,279,,IND-D-QUEENS/ARCHERAV,Queens,40.700127,-73.80781,,08/05/2011,IFIS,Installed-Functioning-In Service,22,NO,Private Contractor,KONE,YES,,NO,NO,,,,,,,,,,,,,mezzanine to Sutphin Blvd & Archer Ave (SW corner) for connection to LIRR and AirTrain,,,,,,,POINT (-73.80781 40.700127)
ES272,Escalator,Escalator,475,96ST-2AV-Q,96 St - Station,475,,IND-S-2AV,Manhattan,40.782978,-73.94777,01/01/2017,01/01/2017,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,YES,YES,"8,519mm (27'  11 3/8in)",,,,,111,1000 mm (39 3/8in),,,,,,mezzanine to 94 St & 2nd Ave (NE corner),,,,,,,POINT (-73.94777 40.782978)
EL196,Elevator,Elevator Hydraulic,371,HUNTSPOINTAV-PEL-6,Hunts Point Av - Station,371,,IRT-P-PELHAM,Bronx,40.82079,-73.89087,11/18/2014,11/18/2014,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CANTON,YES,YES,NO,NO,,,2100,Passenger,,,,Northbound,1,+,-,+,Mezzanine to Pelham Bay Parkway-bound platform,-,,,,,"If you are on the mezzanine:  Use the other elevator to take a Manhattan-bound 6 to 125 St. Use elevators to transfer  to a Bronx-bound 6.  Or, use elevators to exit the station and take a Pelham Bay-bound Bx5 bus (Hunts Pt Av  and Southern Blvd) to Bruckner Blvd and Wilkinson Av for Pelham Bay Park 6.  If you are on the platform:  Take a Bronx-bound 6 to Pelham Bay Park, then either: Remain on the train or wait at  the platform for a Manhattan-bound 6 to Hunts Pt Av. Or, use elevators to exit the station and take a West Farms Rd/Southern Blvd-bound Bx5  bus (Bruckner Blvd and Wilkinson Av) to 163 St and Hoe Av.",POINT (-73.89087 40.82079)
ES268X,Escalator,Escalator,317,TIMESSQ-42ST-7AV-1/2/3,Times Sq-42 St - Station,611,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",IRT-V-7AV,Manhattan,40.755707,-73.98679,,06/28/2011,IFIS,Installed-Functioning-In Service,22,NO,Private Contractor,AM,YES,,NO,NO,,,,,,0,,,,,,,N/Q/R/W mezzanine to 42 St & 7th Ave (SE corner),,,,,,,POINT (-73.98679 40.755707)
ES379X,Escalator,Escalator,333,WALLST-CLK-2/3,Wall St - Station,333,,IRT-K-CLARKST,Manhattan,40.706657,-74.00872,,10/01/2011,IFIS,Installed-Functioning-In Service,22,NO,Private Contractor,AM,YES,,NO,NO,,,,,,0,,,,,,,60 Wall St atrium (between William St & Pearl St) to mezzanine for 2/3 service,,,,,,,POINT (-74.00872 40.706657)
EL14X,Elevator,Elevator Hydraulic,328,CORTLANDTST-7AV-1,Cortlandt St - Station,328,,IRT-V-7AV,Manhattan,40.710667,-74.01103,09/11/2018,01/02/1900,IFIS,Installed-Functioning-In Service,17,NO,Private Contractor,,YES,YES,NO,NO,,,,Passenger,,,,Northbound,1,-,-,+,Greenwich St to Oculus Balcony with access to uptown 1 and downtown R/W service,+,23X,,,23X,Use another elevator on this level.,POINT (-74.01103 40.710667)
ES360X,Escalator,Escalator,412,FULTONST-LEX-4/5,Fulton St - Station,628,"Fulton St (A,C,J,Z,2,3,4,5)",IRT-M-LEXINGTONAV,Manhattan,40.710598,-74.00898,,11/10/2014,IFIS,Installed-Functioning-In Service,22,NO,Private Contractor,THYSSEN-KRUPP,YES,,NO,NO,,,,,,0,,,,,,,Transit Center entrance (SE corner of Fulton St & Broadway) to uptown 4/5 platform and access to rest of complex,,,,,,,POINT (-74.00898 40.710598)
ES606X,Escalator,Escalator,163,42ST/PORTAUTHORITY-BUSTERMINAL-8AV-A/C/E,42St/Port Authority-Bus Terminal - Station,611,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",IND-A-8AV/FULTONST,Manhattan,40.757133,-73.98957,,06/21/2012,IFIS,Installed-Functioning-In Service,22,NO,Private Contractor,AM,YES,,NO,NO,,,,,,,,,,,,,A/C/E mezzanine to intermediate mezzanine for 42 St & 8th Ave exit,,,,,,,POINT (-73.98957 40.757133)
ES364,Escalator,Escalator,412,FULTONST-LEX-4/5,Fulton St - Station,628,"Fulton St (A,C,J,Z,2,3,4,5)",IRT-M-LEXINGTONAV,Manhattan,40.710587,-74.00948,11/10/2014,11/10/2014,IFIS,Installed-Functioning-In Service,22,YES,NYCT,AM,YES,,NO,NO,20' 2 1/5in,,,,,80,48in (1000 mm),,,,,,lower concourse to downtown 4/5 platform and access to street,,,,,,,POINT (-74.00948 40.710587)
EL372,Elevator,Elevator Hydraulic,026,DEKALBAV-4AV-B/Q/R,DeKalb Av - Station,26,,BMT-F-4AV,Brooklyn,40.689808,-73.98154,05/02/2005,04/03/2026,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,MID-AMERICAN,YES,YES,NO,NO,,12'-5 1/2in,2100,Passenger,2,,,Southbound,2,+,-,+,"mezzanine to Brighton Beach, Coney Island, and Bay Ridge-bound platform",-,,,,,To exit from Bay Ridge/Coney Island-bound platform: Take a Bay Ridge-95 St-bound R to Atlantic Av-Barclays Ctr and transfer to a Manhattan-bound R to DeKalb Av.  If you are on the mezzanine: Take a Manhattan-bound R to Jay St-MetroTech and transfer to a Bay Ridge-bound R.,POINT (-73.98154 40.689808)
EL437,Elevator,Elevator Hydraulic,261,FORESTHILLS-71AV-QBL-E/F/M/R,Forest Hills-71 Av - Station,261,,IND-D-QUEENSBLVD,Queens,40.721497,-73.84476,05/09/2014,05/09/2014,IFIS,Installed-Functioning-In Service,17,YES,NYCT,MINNESOTA ELEVATOR (MEI),YES,YES,YES,YES,,,2100,Passenger,,,,Both,1,+,-,-,South side of Queens Blvd (between 70 Rd & 71 Ave) to mezzanine for service in both directions,-,,,,,If you are on the street: Take a South Jamaica-bound Q60 bus (Queens Blvd and 71 Av) to Queens Blvd and Union Tpke. Then use the elevator on Kew Gardens Rd to enter the Kew Gardens/Union Tpke E/F station.  If you are on the mezzanine: See a station agent to re-enter through the faregate and use the elevator to take a Jamaica-bound E or F to Kew Gardens/Union Tpke. Then use elevators to exit the station and take an East Midtown-bound Q60 bus (Queens Blvd and Union Tpke) to Queens Blvd and 108 St.,POINT (-73.84476 40.721497)
EL383,Elevator,Elevator Hydraulic,042,PROSPECTPARK-BWY-B/Q/S,Prospect Park - Station,42,,BMT-A-BROADWAY/BRIGHTON,Brooklyn,40.661263,-73.96228,05/27/2003,05/27/2003,RNOS,Removed-Non Functioning-Out of Service,17,YES,NYCT,CEMCO,YES,YES,NO,YES,,,2000,Passenger,,,,Southbound,2,-,-,+,Lincoln Rd & Ocean Ave (NE corner) to Brighton Beach and Coney Island-bound B/Q platform,-,,,,,If you are on the street: Take a Bay Ridge-bound B16 bus to Caton Av/St. Pauls Pl. Proceed south along E 18 St for the Church Av B/Q station. If you are on the platform: Take a Coney Island-bound Q or Brighton Beach-bound B to Church Av. Exit the station and proceed north along E 18 St to Caton Av/St. Pauls Pl. Take a Lefferts Gardens-bound B16 bus to Ocean Av/Lincoln Rd.,POINT (-73.96228 40.661263)
EL340,Elevator,Elevator Hydraulic,178,FRANKLINAV-8AV-C,Franklin Av - Station,627,"Franklin Av (C,S)",IND-A-8AV/FULTONST,Brooklyn,40.68133,-73.9558,10/18/1999,05/14/2021,IFIS,Installed-Functioning-In Service,17,YES,NYCT,ACTION ELEVATOR,YES,YES,YES,YES,,,2000,Passenger,,,,Northbound,1,+,-,+,footbridge to Manhattan-bound C platform,-,,,,,"If you are on the footbridge:  Cross the footbridge and use the elevator to take a Euclid Av-bound C to Utica Av. Then either:  Transfer to a Manhattan-bound A or C.  Or, exit the station and take a Downtown Brooklyn-bound B25 bus (Utica Av and Malcolm X Blvd) to Fulton St and Jay St for the A, C, F or R at Jay St-MetroTech.  If you are on the platform:  Take a Manhattan-bound C to Jay St-MetroTech station and use elevators to exit the station. Then take a Broadway Junction-bound B25 bus (Fulton St and Smith St) to Fulton St and Franklin Av.  For Park Place S or Prospect Park B/Q/S stations, transfer to a Lefferts Gardens-bound B48 bus (Franklin Av and Fulton St).",POINT (-73.9558 40.68133)
EL125,Elevator,Elevator Hydraulic,392,125ST-LEX-4/5/6,125 St - Station,392,,IRT-L-LEXINGTONAV,Manhattan,40.804405,-73.937225,09/10/1992,10/26/2016,IFIS,Installed-Functioning-In Service,17,YES,NYCT,MONGRAIN VERTICAL TRANSPORT,YES,YES,YES,YES,,,2000,Passenger,,,,Both,1,+,-,-,125 St & Lexington Av (NE corner) to mezzanine for service in both directions,-,,,,,"If you are on the street: Take a downtown M101 or M103 (Lexington Av and E 124 St). Then either:  For Pelham Bay Park-bound 6 service, take bus to 86 St and use elevator to enter station. Transfer across the platform at 125th St for Woodlawn-bound 4 or Dyre Av-bound 5 service.  For downtown 6 service, take bus to 51st St and use elevators to enter station. For downtown 4, 5 or 6, take bus to 42 St-Grand Central and use elevators to enter station. If you are on the mezzanine:  See a station agent to re-enter faregate, then either: Take a Dyre Av-bound 5 to 3 Av-149 St. Use elevator to exit station and take a Manhattan-bound M125 (Bergen Av and Westchester Av) to 125 St and Lexington Av. Or, take a downtown 6 to 51st St. Use elevators to exit station and take an uptown M101 or M103 (50 St and 3 Av) to 125 St.",POINT (-73.937225 40.804405)
EL324,Elevator,Elevator Hydraulic,410,CANALST-LEX-6,Canal St - Station,623,"Canal St (J,N,Q,R,Z,6)",IRT-MM-LEXINGTONAV,Manhattan,40.71793,-74.000534,07/06/2001,09/11/2025,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,MID-AMERICAN,YES,YES,YES,YES,,15'-2in,2100,Passenger,,,,Northbound,1,-,-,+,Canal St & Lafayette St (NW corner) to uptown 6 platform,-,,,,,If you are on the street: Take an uptown M1 bus (Centre St and Broome St) to E Houston St for Bleecker St 6 Station. If you are at the platform:  See a station agent to re-enter through the faregate and take a downtown 6 to Brooklyn Bridge-City Hall. Then use elevators to transfer to an uptown 6 to Canal St.,POINT (-74.000534 40.71793)
ES418,Escalator,Escalator,222,ROOSEVELTISLAND-63S-F,Roosevelt Island - Station,222,,IND-T-63ST,Manhattan,40.758904,-73.95269,10/01/1989,10/24/2007,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,14',,,,,56,40,,,,,,Manhattan-bound platform to lower mezzanine,,,,,,,POINT (-73.95269 40.758904)
ES236,Escalator,Escalator,227,34ST-HERALDSQ-6AV-B/D/F,34 St-Herald Sq - Station,607,"34 St-Herald Sq (B,D,F,M,N,Q,R)",IND-B-6AV/CULVER,Manhattan,40.750317,-73.98751,12/15/1940,01/13/2008,IFIS,Installed-Functioning-In Service,22,YES,NYCT,FUJITEC,YES,,NO,NO,28',,,,,109,24,,,,,,downtown B/D/F/M platform to mezzanine for access to street and N/Q/R/W service,,,,,,,POINT (-73.98751 40.750317)
ES359X,Escalator,Escalator,338,ATLANTICAV-BARCLAYSCTR-EPK-2/3/4/5,Atlantic Av-Barclays Ctr - Station,617,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",IRT-E-EASTERNPKWY,Brooklyn,40.683598,-73.9766,,10/05/2012,IFIS,Installed-Functioning-In Service,22,NO,Private Contractor,SCHINDLER,YES,,NO,NO,,,,,,,,,,,,,B/Q mezzanine to Barclays Center plaza (SE corner of Atlantic Ave & Flatbush Ave),,,,,,,POINT (-73.9766 40.683598)
EL407,Elevator,Elevator Hydraulic,221,21ST-QUEENSBRIDGE-63S-F,21 St-Queensbridge - Station,221,,IND-T-63ST,Queens,40.75391,-73.94253,11/01/1989,01/31/2017,IFIS,Installed-Functioning-In Service,17,YES,NYCT,EECO (ELEVATOR EQUIP. CO.),YES,YES,NO,NO,,,3000,Passenger,,,,Northbound,1,+,-,+,mezzanine to Jamaica-bound platform,-,,,,,"If you are on the mezzanine:  Take a Manhattan-bound train to Roosevelt Island and transfer to a Forest Hills-bound M (Jamaica-bound F Nights, Weekends).  If you are on the platform:  Weekdays from 6 AM to 9:30 pm: Take a Forest Hills-bound M to Northern Blvd and transfer to a Manhattan-bound M to 21 St - Queensbridge.  Nights and Weekends: Take a Jamaica-bound F to Jackson Hts-Roosevelt Av and transfer to a Manhattan-bound F to 21 St - Queensbridge.",POINT (-73.94253 40.75391)
EL201,Elevator,Elevator Hydraulic,401,51ST-LEX-6,51 St - Station,612,"Lexington Av-53 St (E,M)/51 St (6)",IRT-L-LEXINGTONAV,Manhattan,40.75769,-73.97133,07/01/1989,10/30/2017,IFIS,Installed-Functioning-In Service,17,YES,NYCT,MONGRAIN VERTICAL TRANSPORT,YES,YES,NO,NO,,,3500,Passenger,,,,Southbound,1,+,+,-,Mezzanine to underpass for access to downtown 6.,-,,,,,"If you are on the mezzanine: Take an uptown 6 to 125th Street.  Then use elevators to transfer to downtown 6. Or, exit faregate and use elevator to exit station and take a downtown M102 or M103 (Lexington Av & E 53 St) to Lexington Av and E 42nd St for 42 St-Grand Central Station.  If you are on the underpass: Take a downtown 6 to Grand Central-42 St then either: Use elevators to transfer to an uptown 6. Or, exit station and take an M101 LTD, M102, or M103 bus (3 Av between 42 St and 43 St) to 50 St. Proceed west to Lexington Av.",POINT (-73.97133 40.75769)
EL495X,Elevator,Elevator Hydraulic,198,HOWARDBEACH-JFKAIRPORT-RKY-A,Howard Beach-JFK Airport - Station,198,,IND-F-ROCKAWAY,Queens,40.660477,-73.8303,11/01/2011,11/01/2011,IFIS,Installed-Functioning-In Service,17,NO,Private Contractor,AM,YES,YES,NO,NO,,,,,,,,Northbound,2,+,-,+,mezzanine to Manhattan-bound platform,+,,494X,,494X,Use an adjacent elevator.,POINT (-73.8303 40.660477)
EL501,Elevator,Elevator Hydraulic,211,BEDFORDPKBLVD-CON-B/D,Bedford Pk Blvd - Station,211,,IND-C-CONCOURSE,Bronx,,,10/12/2020,10/12/2020,IFIS,Installed-Functioning-In Service,17,YES,NYCT,MAE,YES,YES,NO,NO,,19' 7-3/4in,2600,Passenger,2,,,Northbound,1,+,-,+,mezzanine to Norwood 205 St-bound platform,-,,,,,"If you are on the northbound platform:  Proceed to the ADA boarding area and inform Conductor on a Norwood-205 St bound D  of the need to remain on train at as it changes direction after Norwood-205 St. Ask the  conductor to confirm that the D train will remain in service*. If yes, board the train and  remain on it until it returns to the opposite platform of Bedford Pk Blvd. Then, use  elevator to exit the station. *If the train will not remain in service, please wait for the  next D train and follow the above instructions. Alternatively, you can also contact a  station agent for instructions on how to exit the station.",
ES271,Escalator,Escalator,475,96ST-2AV-Q,96 St - Station,475,,IND-S-2AV,Manhattan,40.782986,-73.94779,01/01/2017,01/01/2017,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,YES,YES,"8,519mm (27'  11 3/8in)",,,,,111,1000 mm (39 3/8in),,,,,,94 St & 2nd Ave (NE corner) to mezzanine,,,,,,,POINT (-73.94779 40.782986)
EL304,Elevator,Elevator Hydraulic,338,ATLANTICAV-BARCLAYSCTR-EPK-2/3/4/5,Atlantic Av-Barclays Ctr - Station,617,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",IRT-E-EASTERNPKWY,Brooklyn,40.684406,-73.97794,04/15/2004,11/26/2025,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,MID-AMERICAN,YES,YES,NO,NO,,17' - 11in,2100,Passenger,,,,Southbound,4,-,+,+,Brooklyn-bound 2/3 platform to mezzanine for access to rest of complex,+,,306,,301,"If you are on the platform:  Proceed down the passageway to exit through the faregate and use elevator to exit the station. Then, proceed north on 4 Av and turn right on Atlantic Av and use elevator to re-enter the station near Barclays Center. Or, take a Brooklyn-bound 2 or 3 to Eastern Parkway and use elevators to transfer to an Manhattan-bound 2 or 3 to Atlantic Av.  If you are on the mezzanine:  For Brooklyn-bound 2/3 service, use the elevator in this passageway that serves the Manhattan-bound 2 or 3. Then either:  Exit station into the LIRR concourse and take the elevator to street and proceed to the SE corner of Pacific St and 4th Ave to re-enter station. See a station agent to enter through faregate and proceed up ramp at the other end of the mezzanine to the Brooklyn-bound 2/3 platform.  Or, take a Manhattan-bound 2 or 3 to Fulton St and transfer across the platform for Brooklyn-bound 2/3 service.",POINT (-73.97794 40.684406)
ES207,Escalator,Escalator,465,GRANDCENTRAL-42ST-FLS-7,Grand Central-42 St - Station,610,"Grand Central-42 St (S,4,5,6,7)",IRT-C-FLUSHING,Manhattan,40.75184,-73.97714,06/18/1965,02/17/2025,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,31'-10 1/4in,,,,,116,40in,,,,,,Western mezzanine to 7 platform for service in both directions,,,,,,,POINT (-73.97714 40.75184)
EL485,Elevator,Elevator Hydraulic,269,NORTHERNBLVD-QBL-M/R,Northern Blvd - Station,269,,IND-D-QUEENSBLVD,Queens,40.752884,-73.906006,03/28/2025,03/28/2025,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,,YES,YES,YES,YES,,,,,Platform,,,Northbound,1,+,-,+,Street (SE corner of 54 St and Broadway) to Forest Hills-bound platform,-,,,,,If you are on the street:   Take a Manhattan-bound R to Queens Plaza and transfer to a Forest Hills-bound R.  If you are on the platform:   Take a Forest Hills-bound M or R train to Jackson Hts - Roosevelt Av or Forest Hills - 71 Av and transfer to a Manhattan-bound M or R to Northern Blvd.,POINT (-73.906006 40.752884)
EL11X,Elevator,Elevator Hydraulic,328,CORTLANDTST-7AV-1,Cortlandt St - Station,328,,IRT-V-7AV,Manhattan,40.711834,-74.01219,09/11/2018,09/11/2018,IFIS,Installed-Functioning-In Service,17,NO,Private Contractor,,YES,YES,NO,NO,,,,Passenger,,,,Both,1,+,+,-,West Concourse balcony to West Concourse with access to 1 service in both directions,+,,12X,12X,,Use another elevator on this level.,POINT (-74.01219 40.711834)
EL376,Elevator,Elevator Hydraulic,068,BAYPKWY-WST-D,Bay Pkwy - Station,68,,BMT-D-WESTEND,Brooklyn,40.602142,-73.99392,07/23/2012,07/23/2012,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CEMCO,YES,YES,YES,YES,,,2500,Passenger,,,,Both,1,+,-,-,Bay Pkwy & 86 St (NW corner) to mezzanine for service in both directions,-,,,,,"If you are on the street: Take a Spring Creek-bound B82 bus or B82 SBS to E 16 St for the Kings Hwy B/Q Station. Or, take a Stillwell Av-bound B82 bus to Mermaid Av and Stillwell Av for the Coney Island-Stillwell Av D/F/N/Q Station. If you are on the mezzanine: See a station agent to re-enter through the faregate and use the elevator to reach the Coney Island-bound platform. Then take the D to Coney Island-Stillwell Av. Use the ramp to exit through the faregate and proceed to Mermaid Av and Stillwell Av. Board a Spring Creek-bound B82 bus to 86 St and Bay Pkwy.",POINT (-73.99392 40.602142)
EL320,Elevator,Elevator Hydraulic,356,CHURCHAV-NOS-2/5,Church Av - Station,356,,IRT-D-NOSTRANDAV,Brooklyn,40.650753,-73.94938,07/17/1998,05/27/2022,IFIS,Installed-Functioning-In Service,17,YES,NYCT,MID-AMERICAN,YES,YES,YES,YES,,,2100,Passenger,2,,,Northbound,1,-,-,+,Nostrand Ave & Church Ave (SE corner) to Manhattan-bound platform,-,,,,,"If you are on the street: Cross Nostrand Av to take a Brooklyn-bound 2 or 5 to Flatbush Av. Use elevators to transfer to a Manhattan-bound 2 or 5. Or, take a Sheepshead Bay-bound B44 bus or B44 SBS (Church Av and Nostrand Av) to Nostrand Av and Flatbush Av. Use the elevator to enter Flatbush Av/Brooklyn College 25. If you are on the platform: Take a Manhattan-bound 2 to Eastern Parkway. Then, use elevators to transfer to a Flatbush Av-bound 2 to Church Av.",POINT (-73.94938 40.650753)
EL389,Elevator,Elevator Hydraulic,035,59ST-4AV-N/R,59 St - Station,35,,BMT-F-4AV,Brooklyn,40.64136,-74.01788,10/31/2020,10/31/2020,IFIS,Installed-Functioning-In Service,17,YES,NYCT,,YES,YES,NO,NO,,,,Passenger,2,,,Southbound,2,+,-,+,mezzanine to platform for Coney Island-bound N and Bay Ridge-bound R service,-,,,,,"If you are on the mezzanine: Exit through the faregate and use elevator to exit the station, then either: For Coney Island-bound N, take a Kings Plaza-bound B9 bus (60 St and 4 Av) to 8 Av for 8 Av N station. Or for 86 St R station, take a Bay Ridge-bound B37 bus (3 Av and 61 St) to 86 St. If you are on the platform: Take a Bay Ridge-bound R to 86 St and transfer across the platform to a Manhattan-bound R to 59 St. Or, take a Coney Island-bound N to 8 Av and use elevators to transfer to a Manhattan-bound N to 59 St.",POINT (-74.01788 40.64136)
EL317,Elevator,Elevator Hydraulic,335,BOROUGHHALL-CLK-2/3,Borough Hall - Station,620,"Court St (R)/Borough Hall (2,3,4,5)",IRT-K-CLARKST,Brooklyn,40.693607,-73.99029,01/06/1995,03/12/2021,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CEMCO,YES,YES,YES,YES,,17' 5in,2500,Passenger,2,,,Both,1,+,-,-,Court St & Montague St (on plaza) to mezzanine for access to 2/3 service in both directions and Manhattan-bound 4/5 service,+,EL773,,,,If you are on the street:  Travel to the northeast corner of Court St and Joralemon St. Use elevator EL773 to enter the Borough Hall station for 2/3/4/5 service. If you are on the mezzanine:  Use the Manhattan-bound 2/3 platform to access the Manhattan-bound 4/5 platform. Use elevators to exit the station.,POINT (-73.99029 40.693607)
EL236,Elevator,Elevator Hydraulic,225,47-50STS-ROCKEFELLERCTR-6AV-B/D/F/M,47-50 Sts-Rockefeller Ctr - Station,225,,IND-B-6AV/CULVER,Manhattan,40.7589,-73.98123,03/31/2009,03/31/2009,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CANTON,YES,YES,NO,NO,,,2000,Passenger,,,,Southbound,2,+,-,+,Mezzanine to downtown platform.,-,,,,,"If you are on the mezzanine: Use the elevator across the mezzanine to take an uptown B or D to 59 St-Columbus Circle. Then use elevators to transfer to a downtown B or D to 47-50 Sts-Rockefeller Ctr. If you are on the platform:  Take a downtown B, D, F or M to 34 St-Herald Sq, then either: Use elevators to transfer to an uptown B, D, F or M to 47-50 Sts-Rockefeller Ctr. Or, use elevators to exit the station and take an uptown M5 or M7 bus to 49 St and 6 Av.",POINT (-73.98123 40.7589)
ES316,Escalator,Escalator,238,SMITH-9STS-6AV-F/G,Smith-9 Sts - Station,238,,IND-B-6AV/CULVER,Brooklyn,40.67443,-73.99714,10/07/1933,06/15/2000,RNOS,Removed-Non Functioning-Out of Service,22,YES,NYCT,OK,YES,,NO,NO,32',,,,,110,24,,,,,,intermediate mezzanine to upper mezzanine,,,,,,,POINT (-73.99714 40.67443)
EL792,Elevator,Elevator Traction,044,CHURCHAV-BWY-B/Q,Church Av - Station,44,,BMT-A-BROADWAY/BRIGHTON,Brooklyn,40.6496,-73.96328,11/10/2025,11/10/2025,IFIS,Installed-Functioning-In Service,,YES,Third-Party Contractor,OTIS,YES,YES,YES,YES,,16' - 1 3/8in,2500,,2,,,Southbound,1,-,-,+,Street (18 St between Church Av & Caton Av) to Brighton Beach and Coney Island-bound platform.,-,,,,,If you are on the street:  Take a Manhattan-bound B or Q to Prospect Park. Transfer to a Brighton Beach-bound B or Coney Island-bound Q. If you are on the platform:  Take a Coney Island-bound Q to Avenue H. Use underpass to transfer to a Manhattan-bound Q to Church Av.,POINT (-73.96328 40.6496)
EL604,Elevator,Elevator Hydraulic,009,57ST-7AV-BWY-N/R/Q,57 St-7 Av - Station,9,,BMT-A-BROADWAY/BRIGHTON,Manhattan,40.764664,-73.98066,05/21/2021,05/21/2021,IFIS,Installed-Functioning-In Service,17,YES,NYCT,AM,YES,YES,NO,NO,,14' 9-7/8in,2600,Passenger,2,,,Both,1,+,-,-,55 St & 7th Ave (NE corner) to mezzanine for service in both directions,-,,,,,"If you are on the street: For northbound N, R, W service, take a downtown M20 (W 55 St), M7 or M104 (W 54 St) 2 stops (W 50), and proceed one block south to 49 St station. For northbound Q or southbound N,Q,R,W service, take a downtown M20 (W 55 St), M7 (W 54 St) 3 stops or M104 (W 54 St) 4 stops to W 41 St. Proceed one block north to Times Square-42 St.  If you are on the mezzanine: See a station agent to re-enter through the faregate. Take a southbound NQRW to Times Sq-42 St. Then exit the station and proceed one block east to 6 Avenue to take a northbound M5 or M7 (W 42 St and 6 Av) 6 stops to W 57 St.",POINT (-73.98066 40.764664)
EL391,Elevator,Elevator Hydraulic,101,MARCYAV-JAM-J/M/Z,Marcy Av - Station,101,,BMT-J-JAMAICA,Brooklyn,40.70858,-73.95787,10/22/2004,09/04/2024,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,CEMCO/MCE,YES,YES,YES,YES,,,2000,Passenger,,,,Southbound,1,-,-,+,Marcy Ave & Broadway (NW corner) to Manhattan-bound platform,-,,,,,"Take a Kings Plaza-bound B46 bus (Broadway & Marcy Av) to Flushing Av for Manhattan-bound J/M service. If you are on the platform: See a station agent to re-enter through the faregate and take a Manhattan-bound J or Z to Chambers St. Then, use elevators to transfer to a Brooklyn-bound J or Z to Flushing Av and take a Williamsburg-bound B46 bus to Marcy Av.",POINT (-73.95787 40.70858)
